totalEscrowed,isContract,totalStaked,unstaking,unstakingAmount,wallet
4598977615150743518399,,4249365297770938161157,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xf7ecae6f035ea4927fde97faa679b5e224afb169
87153396229293845458,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x99eb33756a2eaa32f5964a747722c4b59e6af351
94614978157437040152,,0,1,"{""type"":""BigNumber"",""hex"":""0x096d763ec5d8c5cfef""}",0x81810a7453024a45c1040628b4981dfa3112da04
344183759109724064000,,0,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xba718efb68ea96b32678c88019768a449cbc9548
217675964064176007106,,136000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x7ccf173012bfe53f16f4d6a2a4aea32abafcd04c
892988242878457834384,,1500000000000000000000,1,"{""type"":""BigNumber"",""hex"":""0x4b6d9481a268cb28e6""}",0xa89f778740c6562daac0fa1e09f48e0283a39611
61023694407156179357,,202943923866097593393,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x907438a78302035e0fd11fb88204a9e1b57ccc68
321409386332549927528,,0,,,0x473c6494180ad9cd726f8a7a51cf8e88bbf72bc6
141130321626271988363,,0,,,0xf92aae42cb0d6635840ae3ad825283089ac78c67
6467261465386060460664,,26690049728118710320177,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xd2e35e31396edb10a11abec5748ee939d3f420a0
1719422475486448008407,,17795443452665152743683,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x935d2fd458fdf41b6f7b62471f593797866a3ce6
113534655434725628000,,1262000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x9f8e4ee788d9b00a3409584e18034aa7b736c396
317376980743884248102,,0,,,0xc05320f54075452ff1a5ce420d64c9d025a452bb
5451083108881514312686,,0,,,0x6c63f89876112e6c7f68e46d9347476e29d5098b
869306498163683562182,,278053332418841005718,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x9a027b64d6fc4a77e34ae40f5e6f9310c457737f
861364040330182666687,,3850817483164958819055,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x961c18a23306fe44c4323adcb3bc343b0d193670
190727597631814023000,,0,1,"{""type"":""BigNumber"",""hex"":""0x34b591fa38c7783c33""}",0x8eabacf3a51608c53253e82e2f51e907972be3cd
21435045553595004837,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xb0c3832690627bb3ed1dbe18d1d7ced5a723b258
112059652175432623607,,0,,,0x7082f1f1f06bb33aa7ade798677c913225507ede
317459907846412386160,,1452499578028565780940,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c
168306543531618853842,,0,,,0x6cfac3cf77a359d7ce28c14f2d53de48981e0f04
29664300097366368290,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x28552ea8b232fc63d6ce69692d8a723efc5d4502
2486889407588012429899,,0,,,0xf4ca35df279677654515d41aca6bc75e79731a4b
1601363545421361563721,,2955991791198475347582,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x1740702d34ba431a4025b9a1e60936090134324b
438884291574252756000,,2237397400795387777230,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x749e1d15d3d461469bec674575c2b07dd0dbeded
92531664432193968600,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x3a3889f816921913b2503454d9bc924e1c744a49
121226158664402143769,,0,,,0x79761b79d7181d819c2bfb7b5d786739361cfacd
502178240930294595000,,5000000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x20b82e2cc7aff6dacd50919e7cee8c4bb87410d2
1439443175741498000000,,7337880000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xae15a8f0db29c6c7a840abc445abe3cd3b0af472
26873700632841361500,,197000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xb6dd0c440da2995d47f6cef2f85a16f433bcaeb9
1731840495053694929397,,19162707803810704804166,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x89f40ca416df2cb2fda79c3f5d9338e87cab0600
423740620906854481410,,9106421521538127732602,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x2e0d63ffcb08ea20ff3acdbb72dfec97343885d2
11709469889933956157,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc5f1c489cfca582c0d47fa2c036f84833e8ab700
132925202252001252949,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x64bab5ed694635f0b5d594d78a0dd0a8499f174e
179405694469603598880,,176165158899563958574,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x4335335c596ac1fb3872a4f3b02ddc5418f8e33d
383704393678478368922,,348268082815884220942,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe88857d67cf8e0031ca1674ffe17f72578e566ee
26873700632841361500,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x579de8e7da10b45b43a24ac21da8b1a3a9452d64
77597567765739955000,,0,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x33a3f35daf0f25b15a2232f435d7e6feb6984eab
36785112889205900461,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc1c560f37ccdea19a2da80e8ea656ac724ef49f1
1692961678517037610000,,18058349853946263227513,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x4c90f897f4f811b04990294e8129b3005c12b602
131365073533302441348,,618292579601724420207,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x865fc5c542280c9dba0d559f67112179e20574d2
1246031107848975768480,,6350294073706905235291,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x56446712b219fcc34a5604f5e7af5d50d65b6647
864190377455657330339,,0,,,0xd21a227d7a5c9d475de1a293cfb07dd9fa0fceb0
2532917369954636497407,,0,,,0x275d767b951c96e081fd8f7ca6888cd7b8fca43d
4317714990326563761738,,687579995565410280105,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x759a159d78342340ebacffb027c05910c093f430
4906049354426942707033,,0,,,0x49ec0bb2272e77be9c3295c9fc12ef989696f590
6719380620688292065150,,3472568493458000886425,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe3ea0fa2c310ceb55dc1978ca08380f21d81249e
388685214983933169347,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbd3a148d241cfeaa37bbb32369c2ba71c7d44ebb
1441718593640839862785,,20266597321745754379574,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xecee5497b9dbb82e1804e3224f67d00d8d891c69
18244934260028351227,,0,,,0xfc9f6bb19c91d6490d8d73f2353d395fa0892736
375398561219363532000,,1749626567697771314102,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x95f0f96a993c6444e5ede567692f938056c9ad6d
2870072997479118910000,,28141230778253725951655,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc029f24c043d9b44e0b4506485ffc61013f1b1f2
853657186674390840123,,4106662548957272455027,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xa33c7f924399b59a8ee627388a108beab5e12eaf
40084592873564773623,,274000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x10dbc99c90234e4447f0366e8368d688f622475a
276759587354836920000,,1289898196008636809109,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbbf3e43681886f30835eb3ce8ec210b8ff16e85d
620840526435832015422,,0,,,0x0b0dceaa947ab8b965e87f1191a501cf88c44cbf
33019284379797849692,,0,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xd87cfd8757db0aa5b3380bc8009881f64f76bd20
53666800750098377635,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x30024de60cfd7fbd68c1257d3ecddac6c1eb8db4
29457205640407073037,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x523559d588d40932310b60efe1fd2389e7f586e9
571847649334841110883,,3155434140396299636498,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x1e0f7dc498ca8f0b1f97988f85b0450b244d9600
47044355679285988413,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x510b10184853d3999ab01cbce24eebf4e406829a
66622093487235822442,,66997705452321445865,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xa665d83457cb91c3b254b35a5d61143f66473be7
2292870751316269473688,,4556911030894071848071,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xf88d3412764873872ab1fded5f168a6c1a3bf7bb
560251662887746028278,,0,,,0xab66e60badaea8f90fa5b0da7ab404100641eb6e
1575519445904434968827,,33677492661846955037302,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbb1e599e15f2bf248732ef060cadffeb6363cc4c
35664947291661080108,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x3b2534b8ea1f9a8bf9d9915b91bae673d161f2a5
110257612731879477009,,1216143465852773348842,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xa698cade532bf7491f0f887284f8e10e2de97198
118401759337808372354,,226940735611355430143,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x3d139ae6e4a2287e9acb8db276fb4d6f8123e55f
161374198225320272000,,0,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x2cac0e180211dab120c3d4f32b298946f46e393b
254277946144569601171,,1220914561171974741944,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x0bc3668d2aafa53ed5e5134ba13ec74ea195d000
364560848182297464957,,0,,,0x72c2c890625f7e2ec82a49a5b0d6438c36fc1bb5
115713027020886418847,,0,,,0x81ba93b26bce8ca5d649b6607df15e6d45462d8f
1431486138186036594745,,417380101590586092651,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x98c30c832f42222985430c5e95b240af5c2cfd36
10956776463353643634890,,7965630680576342538484,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x89808c49f858b86e80b892506cf11606fb25fcdc
1043414415611149612036,,629739334615647173566,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc814d2ef6d893568c74cd969eb6f72a62fc261f7
110708636371717429105,,274000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x177b13f1bf13dba858dc633e4f6b525144b02ee7
981089603330616560019,,3980002423895749709764,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x5d06eb6fa0746e55c539ffabf6031b4c0e55833e
1263882236005283083225,,1793893153673452044772,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xf1b98463d6574c998f03e6edf6d7b4e5f917f915
413502133352223772708,,1887393938198611244500,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x1b90b46f9bd6bdcf0addc4d0601dfad832fdb1bd
26359668184357609266741,,18529255429363933490454,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x9b7a6e6b894e243e994cfaa32ea07d8a60740981
682567199681956096832,,0,,,0xb631651cb570ba0c0d696bd5e4860cbd214f20a0
1352799121995187177959,,159855112323880954335,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x1d5e65a087ebc3d03a294412e46ce5d6882969f4
400403067379811043391,,1726305760000927541349,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x003814a176d587c13c8efe04cbd7790418388c60
32626346678288310090,,0,,,0xb24ce065a3a9bbcced4b74b6f4435b852286396d
163875240292721516757,,267743817449192026434,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xd785a0b9393f8280e1da72c81b8e6d18eda81db6
242097099981088546972,,0,,,0x05e9742b3b0d4a5a0826926f95d03e20e575263a
800979197386052020867,,296619826962712778265,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x0eeacd4c475040463389d15ead034d1291b008b1
274612919035134434680,,0,,,0x94032cab3bc452b71b747271b6e10ab56367d80a
57140067258068165848,,0,,,0x61b7dc4b987ae4cd8ea196bd96e0f82f1d42625d
342419947182038734632,,0,,,0xa0d86993bf9593a9186c7f022e31bd0d32808bf1
51177128780861741801,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xd6ab15700f2fc1b31f293a32c502bde51cc532a3
3539049602567718343,,0,,,0xff50219d17083f234a37f9f85d5f1d5a05b3169f
542201374592654849010,,461765393163351871254,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x943077d39275a714e92f32d163739b5557d04456
741244670557405659510,,531985313661653951270,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x50c0fd47f585d7bb0e8713dc1ae9532b44e88125
2874596746289432668222,,11498661344683174295967,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xda57009d183ff7e2a4da0f552a801ffd440a3e23
290169153989791755494,,288025584105497783145,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xef7d9be5a88af3c6bc4d87606b2747695485e50e
275521836990934928222,,0,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe400907c43a84b59f8926836094286ef9a728182
90393422537013727784,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x15f60d31a768f7f69ad39315cd49a76c6d7cdf0a
2979245773600026625750,,0,,,0xe51231daa306acf16eac34a864564ca36b262a1f
1744583977320169785639,,1617456387196212185332,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe2e4f2a725e42d0f0ef6291f46c430f963482001
443822383195194355485,,0,,,0x7c363e4650ca88e4676f1ce2ac6f2dd50c102198
200241947659091133972,,0,,,0xd062ab63bb4f7af7e59b85defc3c90bfa9b81e6e
788285828198494327796,,507144258834784891255,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe1b27fe6ee84e7e91529ac961b718832d1bb8cc5
6668133401549485590022,,0,,,0x5d396a2106694308a40608ef14a1c0892b6b7faa
4045006600040430000,,253645630437994527409,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x68a9df153499ea9eae162be94790c6e7da9503d0
2056348385967579371972,,7088571128454497639574,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x37ffbbee75b446b2854efff46736642be7a70a95
103120020299947391050,,7187000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xb69e74324bc030f1b5409236efa461496d439116
1187247806733695720463,,1970596729050223221539,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xceed474d02362da11951a17e352b15379132c077
351016478000806050598,,0,,,0x1ebb814c9ef016e6012be299ed834f1ddced1529
1605522596342526245799,,0,,,0xa5dfa6824d1159efc917d18ca65e0138014c14f7
523026776036329461000,,0,1,"{""type"":""BigNumber"",""hex"":""0x81a778093bf2901278""}",0x226853a74f009e3ae7a0427b3dcdc0ae9fbc91a3
130467030033943567945,,0,,,0xe335ea94352a4d9280aef9232b3762c5234380d6
1040181084113283085257,,3992432595916030764750,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe5f3a9033b4f2727859974da45ad1719560172ac
199324432309136953660,,170644194974625326760,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x50405e24f98c9f96870aa1730029a527b906c968
810198457436117175000,,5000000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x99a1f84c1885145e4e8ace37ec4dcc136cb1258b
291704380392243036000,,0,1,"{""type"":""BigNumber"",""hex"":""0x38875eb492ad2aa243""}",0x0077f2c8452eb223d573bc9931f341fb1711bdd5
1493986612269459677771,,6385151610592144032216,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x32dbc2201d6804b743e353fbbcc767598ba56901
58676625310805491762,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x47d6ec9df712daa0ffde287a8d346fb038ef407a
1332165401746398827281,,945633153562673969916,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x7476d1e9659a49b92c3f65f0a6de00a18fc3d6fa
580956838891871120000,,12694295033787522218628,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xcba9f4a67a51fea7023e09030e75523ad6f41533
219580204106826796217,,331319684716140045571,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x682c4184286415344a35a0ff6699bb8edabddc17
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x516b2d73a67a15b765c7538124dd55cbca5dfea1
,,1286153629800135935758,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xb4522eb2ca49963de9c3dc69023cbe6d53489c98
,,1488048822212043728008,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x1a7d839dad213e8664411be731754ca9abcac2f7
,,2750940447767490365489,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x4cae5bed586f6e73ae54ebd40a4ac4ed2c477c34
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x529656620d914443405a55ec42ad0eaeaf0b4a2c
,,164000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x5e3391f90a523c61ed5844cb3aa1c81f3238d9e1
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbfd7f0db71253edaa59743163d3eecfa27a01a6e
,,351496178564904068055,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xa61301a5199671ab6c5d2e21c718fddbdab778e3
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x308040f38ed1141c24f93b4d4a16f9f26f70a2f0
,,614608056041177817953,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xfe0ebcacfcca78e2dab89210b70b6755fe209419
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x8e437c286498dd2a6216ede8722e6b742e253269
,,682879381337541440012,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x63b461a9577cdaea028f25d059868d9abe6eddbf
,,1493262371472080071724,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe966c59c15566a994391f6226fee5bc0ef70f87a
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc3ae7163a7d3a4327e4f3eb71b47f2a7f41b04d7
,,426350000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xd3fd32e76a1ca37ec408aac47776b10fc099f841
,,0,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xd78f6be297445bef3291dc6e7e5a1ebb9c7d4aeb
,,144336224857928087188,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xcfce3eeb6bb6526c2faddf28036741b0ed09f829
,,741971403830243994552,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x8c2e0d2c6a4b7f86fc7ffd20a09321224f4a6e4c
,,338481666667740224538,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc940830aab193c76629c10a46ff25c68def5de66
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x9232a6d9060643fcb8ffe9dcb1e2a35f0a2ed456
,,977940869127265871220,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x4ada1b9d9fe28abd9585f58cfeed2169a39e1c6b
,,335502652823814596291,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x39f6b2d21a5f93291fba2eb2cc1e435d21bcbc89
,,274000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbef716e7fbc844020925dc372879becd2f932bf9
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xfea9f1ed1f8c186626c1f4e81c60913a3f7e73bd
,,150046244445222238652,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x1c175ce4f8f3e8a16df7165f15057a82a88c025c
,,1165133153104623135800,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xf993f7945d410e20e2726f4fa02cc557d5e9fafe
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x2f7949779e18c18298c2f253e34f9355403a5c4e
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x000c9d05b64167cc59ad776c2032c736a4d6e8ee
,,0,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x08c8b685ab907b50fa78d1093dadccc944880210
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x36e109a23061b8be8d8b4c062d900a91fb725800
,,1649058553806878306878,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x99930b70a0eab2b7619016a1455c8d01ca057b98
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x46224adc611146a0af57e097d453d93a05cad259
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xdceb0bb3311342e3ce9e49f57affce9deac40ba1
,,6161028398427980592185,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x19eff04ddeea89d0762c80e5d3c9369e00a9fce4
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x56f820bc0bb5326c74b804cebaa37c3ee7524f8e
,,0,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x86aabcd459587bc1a347ae1e2d15223856354ec9
,,500000062990207300552,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x34dab9a3e3b68c82ca933c0a4c4e0c30da794722
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xeea9fdcf2a9d3c23c5fd72b5ba4a0dcc663f355b
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xec9bf4f70a91b8d36621961d51ba0741003456c1
,,3260901061356325602760,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x66b259b9e072e1ae256e738dac2ebc25044178de
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x2ba9e7bdc9515af90062bd3750a0471d0f71e707
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xad42c95ee3862720ac579ea077becd1b39150c6f
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x26ca32b540bdb8080a514f82705c9e9ab53a5207
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x797bc498edee4357a16a1054db0323cbd04c84c3
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x4d2fb1986e2c7cbd8a7cb0e8b3d652d110eda386
,,1617000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x6fd5a849cc4bb26fde7737395e3b4a91f3b78a5a
,,183858515920344884041,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x169379d950ceffa34f5d92e33e40b7f3787f0f71
,,545944149196966277217,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xde86e5d39fa2697c9e257432f6ea184879eaf2e6
,,237283135632311071213,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x8450a7852495dafe063c3e436d0750698777965c
,,1141000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x9b815dd3e2d30cfef33266fa4c6a7b37bd99edfe
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xb4c0deeea3bf21dbc47a8ff22183ee7f13117c69
,,22971292559288194444444,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xfa196e78a5c17432db30a65a966ee6dc11cf5111
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xb811934c23db295e00683eb602679199e232210f
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x93242bb2b8f429a21c8d194ad88e7c4745e395a1
,,558313100562440850098,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x95cdc246ae03df326ca0e0b60ca12c63eaf657a9
,,589410306391377765006,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x1f1e1dcada44f55468b597cafe878335438ffc19
